9009,TBD,27,34,,
8946,TBD,26,34,,
8945,TBD,26,33,,
8932,TBD,25,33,,
8809,TBD,27,32,,
8205,TBD,26,35,,
8170,TBD,25,35,,
8098,TBD,25,34,,
8166,TBD,24,35,,
8092,TBD,24,34,,
8925,TBD,24,33,,
8786,TBD,26,32,,
8749,TBD,25,32,,
8499,TBD,26,31,,
8497,TBD,25,31,,
8493,TBD,24,31,,
8738,TBD,24,32,,
8910,TBD,23,33,,
8734,TBD,23,32,,
8158,TBD,23,35,,
8087,TBD,23,34,,
9013,TBD,24,36,,
8837,TBD,23,36,,
8146,TBD,22,35,,
8854,TBD,22,33,,
8065,TBD,22,34,,
8604,TBD,22,36,,
8135,TBD,21,35,,
7581,TBD,21,34,,
8133,TBD,20,35,,
8237,TBD,21,36,,
8824,TBD,21,33,,
8725,TBD,22,32,,
8817,TBD,20,33,,
8722,TBD,21,32,,
8432,TBD,23,31,,
8711,TBD,20,34,,
8375,TBD,21,31,,
7214,TBD,20,36,,
8400,TBD,22,31,,
7079,TBD,19,35,,
8683,TBD,19,34,,
7206,TBD,19,36,,
8590,TBD,19,33,,
7076,TBD,18,35,,
7065,TBD,17,35,,
7203,TBD,18,36,,
8681,TBD,18,34,,
8045,TBD,20,32,,
7931,TBD,19,32,,
7185,TBD,17,36,,
8565,TBD,18,33,,
8519,TBD,17,33,,
7652,TBD,18,32,,
8648,TBD,17,34,,
7059,TBD,16,35,,
8509,TBD,16,33,,
8630,TBD,16,34,,
7560,TBD,17,32,,
8495,TBD,15,33,,
7556,TBD,16,32,,
8599,TBD,15,34,,
7555,TBD,20,31,,
6928,TBD,15,35,,
7547,TBD,19,31,,
8380,TBD,15,32,,
7506,TBD,18,31,,
8481,TBD,14,33,,
7438,TBD,17,31,,
8598,TBD,14,34,,
7108,TBD,16,36,,
8379,TBD,14,32,,
8439,TBD,13,33,,
6919,TBD,14,35,,
7104,TBD,15,36,,
7546,TBD,17,37,,
7423,TBD,16,37,,
7222,TBD,15,37,,
7220,TBD,14,37,,
7346,TBD,16,31,,
7298,TBD,15,31,,
7295,TBD,14,31,,
3312,15,13,35,,
5809,15,14,36,,
6843,15,13,37,,TBD
6822,15,12,37,,TBD
5692,15,13,36,,TBD
5423,15,12,36,,TBD
5207,15,11,36,,
4888,15,10,36,,
3085,15,12,35,,
2552,15,11,35,,
2395,15,10,35,,
2382,15,9,35,,
1772,15,8,35,,
9378,15,7,35,,TBD
3745,15,9,36,,
3348,15,8,36,,
8372,TBD,27,30,,TBD
8240,TBD,26,30,,TBD
8178,TBD,25,30,,TBD
8177,TBD,24,30,,TBD
8160,TBD,23,30,,TBD
8150,TBD,22,30,,TBD
8096,TBD,22,29,,TBD
8083,TBD,21,29,,TBD
8046,TBD,20,29,,TBD
8099,TBD,21,30,,TBD
7283,TBD,17,30,,TBD
7236,TBD,16,30,,TBD
7211,TBD,15,30,,TBD
7069,TBD,14,30,,TBD
6938,14,13,31,,
6846,14,13,30,,
6654,14,12,30,,
6594,14,11,30,,
6581,14,10,30,,
6580,14,9,30,,
6927,14,12,31,,
6892,14,11,31,,
6888,14,10,31,,
6878,14,9,31,,
6980,14,13,32,,
6973,14,12,32,,
6969,14,11,32,,
8081,14,12,33,,
8216,14,13,34,,
8200,14,12,34,,
8057,14,11,33,,
8176,14,11,34,,
8169,14,10,34,,
8054,14,10,33,,
8040,14,9,33,,
7876,14,10,32,,
7712,14,9,32,,
7651,14,8,32,,
7634,14,7,32,,
6424,14,8,30,,
6874,14,8,31,,
6847,14,7,31,,
8008,14,8,33,,
7956,14,7,33,,
8136,14,9,34,,
8090,14,8,34,,
9037,17-32,7,36,,
9017,17-32,6,36,,
8874,17-32,6,35,,
8730,17-32,5,35,,
8692,17-32,4,35,,
8627,17-32,3,35,,
8582,17-32,2,35,,
8560,17-32,1,35,,
9003,17-32,5,36,,
8964,17-32,4,36,,
8955,17-32,3,36,,
8953,17-32,2,36,,
8935,17-32,1,36,,
9055,17-32,1,37,,
9097,17-32,2,37,,
9365,17-32,3,37,,
5412,13,7,30,,
5410,13,6,30,,
5404,13,5,30,,
5398,13,4,30,,
5348,13,3,30,,
5280,13,2,30,,
5205,13,1,30,,
5413,13,1,31,,
5452,13,2,31,,
5569,13,3,31,,
5791,13,4,31,,
5822,13,5,31,,
5870,13,6,31,,
5895,13,1,32,,
6279,13,2,32,,
6353,13,3,32,,
4916,13,4,32,,
4925,13,5,32,,
5222,13,6,32,,
5286,13,1,33,,
5394,13,2,33,,
5409,13,3,33,,
5637,13,4,33,,
5883,13,5,33,,
6004,13,6,33,,
6340,13,1,34,,
6837,13,2,34,,
6865,13,3,34,,
6871,13,4,34,,
6903,13,5,34,,
6917,13,6,34,,
7067,13,7,34,,
2391,17-32,26,25,,
2709,17-32,27,26,,
2667,17-32,26,26,,
8461,17-32,26,27,,
8442,17-32,25,27,,
8611,17-32,27,28,,
8608,17-32,26,28,,
8578,17-32,25,28,,
8688,17-32,26,29,,
8662,17-32,25,29,,
8650,17-32,24,29,,
8624,17-32,23,29,,
2390,17-32,25,25,,
2383,17-32,24,25,,
2296,17-32,23,25,,
2295,17-32,22,25,,
2259,17-32,21,25,,
2078,17-32,20,25,,
2648,17-32,25,26,,
2643,17-32,24,26,,
2554,17-32,23,26,,
2463,17-32,22,26,,
2445,17-32,21,26,,
8391,17-32,24,27,,
8384,17-32,23,27,,
8314,17-32,22,27,,
2791,17-32,21,27,,
2755,17-32,20,27,,
8575,17-32,24,28,,
8557,17-32,23,28,,
8492,17-32,22,28,,
8487,17-32,21,28,,
738,17-32,20,26,,
665,17-32,19,26,,
655,17-32,18,26,,
643,17-32,17,26,,
256,17-32,16,26,,
131,17-32,15,26,,
3007,17-32,14,26,,
523,17-32,15,25,,
9360,17-32,14,25,,
1941,17-32,19,27,,
1857,17-32,18,27,,
1830,17-32,17,27,,
1776,17-32,16,27,,
1272,17-32,15,27,,
1019,17-32,14,27,,
800,17-32,13,27,,
8138,17-32,20,28,,
8120,17-32,19,28,,
8111,17-32,18,28,,
8110,17-32,17,28,,
8097,17-32,16,28,,
8094,17-32,15,28,,
8093,17-32,14,28,,
8235,17-32,19,29,,
8223,17-32,18,29,,
8215,17-32,17,29,,
8173,17-32,16,29,,
8149,17-32,15,29,,
8144,17-32,14,29,,
8311,17-32,20,30,,
8269,17-32,19,30,,
8251,17-32,18,30,,
7935,12,13,28,,
7895,12,12,28,,
7874,12,11,28,,
7579,12,10,28,,
7576,12,9,28,,
7501,12,8,28,,
7434,12,7,28,,
7426,12,8,27,,
7281,12,7,27,,
8088,12,13,29,,
8085,12,12,29,,
8048,12,11,29,,
8041,12,10,29,,
8015,12,9,29,,
8013,12,8,29,,
7990,12,7,29,,
8988,11,13,25,,
8981,11,12,25,,
8941,11,11,25,,
8929,11,10,25,,
8928,11,9,25,,
8913,11,8,25,,
9085,11,13,26,,
9076,11,12,26,,
9065,11,11,26,,
9056,11,10,26,,
9020,11,9,26,,
9019,11,8,26,,
9219,11,12,27,,
9159,11,11,27,,
9131,11,10,27,,
9115,11,9,27,,
6722,17-32,22,17,,
6688,17-32,21,17,,
6845,17-32,27,18,,
6826,17-32,26,18,,
6799,17-32,25,18,,
6751,17-32,24,18,,
6750,17-32,23,18,,
6749,17-32,22,18,,
6748,17-32,21,18,,
6933,17-32,26,19,,
6926,17-32,25,19,,
6925,17-32,24,19,,
6916,17-32,23,19,,
6910,17-32,22,19,,
6897,17-32,21,19,,
6867,17-32,20,19,,
1620,17-32,27,20,,
1596,17-32,26,20,,
1594,17-32,25,20,,
1563,17-32,24,20,,
1561,17-32,23,20,,
1138,17-32,22,20,,
1896,17-32,26,21,,
1779,17-32,25,21,,
1774,17-32,24,21,,
1642,17-32,23,21,,
1628,17-32,22,21,,
1623,17-32,21,21,,
2260,17-32,27,22,,
2212,17-32,26,22,,
2079,17-32,25,22,,
1952,17-32,24,22,,
6645,17-32,23,22,,
6628,17-32,22,22,,
6827,17-32,26,23,,
6816,17-32,25,23,,
6760,17-32,24,23,,
6759,17-32,23,23,,
6745,17-32,22,23,,
6702,17-32,21,23,,
6682,17-32,20,23,,
6981,17-32,27,24,,
6905,17-32,26,24,,
6879,17-32,25,24,,
6863,17-32,24,24,,
6861,17-32,23,24,,
6834,17-32,22,24,,
6831,17-32,21,24,,
491,A,27,8,,
409,A,26,8,,
360,A,25,8,,
327,A,24,8,,
218,A,23,8,,
8350,A,22,8,,
2987,A,21,8,,
788,A,26,9,,
716,A,25,9,,
696,A,24,9,,
596,A,23,9,,
521,A,22,9,,
520,A,21,9,,
860,A,27,10,,
858,A,26,10,,
853,A,25,10,,
3746,B,24,10,,
3696,B,23,10,,
3666,B,22,10,,
3633,B,21,10,,
4175,B,26,11,,
4117,B,25,11,,
4114,B,24,11,,
4035,B,23,11,,
3877,B,22,11,,
3857,B,21,11,,
3818,B,20,11,,
4374,B,27,12,,
4326,B,26,12,,
4318,B,25,12,,
4283,B,24,12,,
4200,B,23,12,,
7566,C,22,12,,
7562,C,21,12,,
7819,C,26,13,,
7771,C,25,13,,
7693,C,24,13,,
7677,C,23,13,,
7610,C,22,13,,
7667,C,21,13,,
7668,C,20,13,,
8115,C,27,14,,
8007,C,26,14,,
8003,C,25,14,,
7961,C,24,14,,
7849,C,23,14,,
7872,C,22,14,,
7936,C,21,14,,
2685,D,26,15,,
2680,D,25,15,,
2677,D,24,15,,
2593,D,23,15,,
2588,D,22,15,,
2557,D,21,15,,
2981,D,27,16,,
2857,D,26,16,,
2835,D,25,16,,
2811,D,24,16,,
2799,D,23,16,,
2783,D,22,16,,
3124,D,26,17,,
3081,D,25,17,,
3079,D,24,17,,
2995,D,23,17,,
2403,E,21,16,,
2396,E,20,16,,
2384,E,19,16,,
2363,E,18,16,,
2344,E,17,16,,
2288,E,16,16,,
2278,E,15,16,,
2261,E,15,15,,
2245,E,14,15,,
2551,E,20,17,,
2513,E,19,17,,
2508,E,18,17,,
2502,E,17,17,,
2479,E,16,17,,
2464,E,15,17,,
2436,E,14,17,,
6499,F,20,18,,
6474,F,19,18,,
6489,F,18,18,,
6438,F,17,18,,
6428,F,16,18,,
6426,F,15,18,,
6589,F,19,19,,
6578,F,18,19,,
6574,F,17,19,,
6568,F,16,19,,
6502,F,15,19,,
6646,F,21,20,,
6618,F,20,20,,
6593,F,19,20,,
6592,F,18,20,,
6590,F,17,20,,
9128,G,24,3,,
9126,G,23,3,,
9066,G,22,3,,
9054,G,21,3,,
8825,G,20,3,,
7316,G,27,4,,
7315,G,26,4,,
7306,G,25,4,,
7267,G,24,4,,
6416,G,23,4,,
1404,G,22,4,,
9160,G,21,4,,
7813,G,26,5,,
7605,G,25,5,,
7368,G,24,5,,
7333,G,23,5,,
5943,H,22,5,,
5937,H,21,5,,
6095,H,27,6,,
6012,H,26,6,,
5999,H,25,6,,
5984,H,24,6,,
5955,H,23,6,,
5952,H,22,6,,
5945,H,21,6,,
6409,H,26,7,,
6402,H,25,7,,
6387,H,24,7,,
6376,H,23,7,,
6373,H,22,7,,
6354,H,21,7,,
6267,H,20,7,,
1381,I,26,1,,
1377,I,25,1,,
1323,I,24,1,,
1308,I,23,1,,
1296,I,22,1,,
1270,I,21,1,,
1246,I,20,1,,
7441,I,27,2,,
479,I,26,2,,
1984,I,25,2,,
1933,I,24,2,,
1848,I,23,2,,
1604,I,22,2,,
1385,I,21,2,,
7147,I,26,3,,
2,I,25,3,,
5760,J,20,6,,
5615,J,19,6,,
5551,J,18,6,,
5544,J,17,6,,
5459,J,16,6,,
5457,J,15,6,,
5453,J,14,6,,
5833,J,19,7,,
5828,J,18,7,,
5827,J,17,7,,
5825,J,16,7,,
5818,J,15,7,,
5776,J,14,7,,
5915,J,20,8,,
5913,J,19,8,,
5878,J,18,8,,
9046,K,17,8,,
9042,K,16,8,,
9018,K,15,8,,
9157,K,20,9,,
9122,K,19,9,,
9108,K,18,9,,
9100,K,17,9,,
9091,K,16,9,,
9072,K,15,9,,
9058,K,14,9,,
879,K,20,10,,
660,K,19,10,,
712,K,18,10,,
9544,K,17,10,,
9541,K,16,10,,
9211,K,15,10,,
3546,L,19,11,,
3529,L,18,11,,
3518,L,17,11,,
3493,L,16,11,,
3483,L,15,11,,
3470,L,14,11,,
3465,L,13,11,,
3588,L,20,12,,
3585,L,19,12,,
3569,L,18,12,,
3560,L,17,12,,
3558,L,16,12,,
3557,L,15,12,,
3553,L,14,12,,
3621,L,19,13,,
3589,L,18,13,,
7263,M,17,13,,
7250,M,16,13,,
7176,M,15,13,,
7168,M,14,13,,
7452,M,20,14,,
7384,M,19,14,,
7310,M,18,14,,
7308,M,17,14,,
7301,M,16,14,,
7300,M,15,14,,
7276,M,14,14,,
7545,M,20,15,,
7528,M,19,15,,
7513,M,18,15,,
7512,M,17,15,,
7495,M,16,15,,
2401,N,19,1,,
2310,N,18,1,,
2086,N,17,1,,
2022,N,16,1,,
1996,N,15,1,,
1733,N,14,1,,
1090,N,20,2,,
770,N,19,2,,
705,N,18,2,,
3646,N,17,2,,
2937,N,16,2,,
2530,N,15,2,,
2441,N,14,2,,
1198,N,19,3,,
1193,N,18,3,,
1096,N,17,3,,
7724,O,16,3,,
7497,O,15,3,,
7257,O,14,3,,
8517,O,20,4,,
8469,O,19,4,,
8339,O,18,4,,
8292,O,17,4,,
8220,O,16,4,,
7773,O,15,4,,
8814,O,20,5,,
8772,O,19,5,,
8740,O,18,5,,
8691,O,17,5,,
8600,O,16,5,,
8558,O,15,5,,
8538,O,14,5,,
436,P,16,20,,
388,P,15,20,,
825,P,20,21,,
729,P,19,21,,
551,P,18,21,,
545,P,17,21,,
531,P,16,21,,
527,P,15,21,,
464,P,14,21,,
1119,P,21,22,,
1073,P,20,22,,
1010,P,19,22,,
974,P,18,22,,
971,P,17,22,,
896,P,16,22,,
827,P,15,22,,
5990,Q,19,23,,
5957,Q,18,23,,
5942,Q,17,23,,
5940,Q,16,23,,
5918,Q,15,23,,
5880,Q,14,23,,
6556,Q,20,24,,
6516,Q,19,24,,
6505,Q,18,24,,
6400,Q,17,24,,
6397,Q,16,24,,
5992,Q,15,24,,
6588,Q,19,25,,
6570,Q,18,25,,
6564,Q,17,25,,
6563,Q,16,25,,
5342,10,10,22,,
5304,10,9,22,,
5285,10,8,22,,
5510,10,13,23,,
5458,10,12,23,,
5455,10,11,23,,
5444,10,10,23,,
5440,10,9,23,,
5419,10,8,23,,
5836,10,14,24,,
5806,10,13,24,,
5715,10,12,24,,
5711,10,11,24,,
5708,10,10,24,,
5627,10,9,24,,
5626,10,8,24,,
9098,9,12,20,,
9081,9,11,20,,
9080,9,10,20,,
9047,9,9,20,,
9032,9,8,20,,
211,9,13,21,,
78,9,12,21,,
9713,9,11,21,,
9556,9,10,21,,
9171,9,9,21,,
9142,9,8,21,,
9120,9,7,21,,
371,9,14,22,,
367,9,13,22,,
293,9,12,22,,
264,9,11,22,,
6864,12,1,27,,
6915,12,2,27,,
6932,12,3,27,,
6915,12,4,27,,
6966,12,1,28,,
7072,12,2,28,,
7075,12,3,28,,
7099,12,4,28,,
7100,12,5,28,,
7134,12,6,28,,
7138,12,1,29,,
7174,12,2,29,,
7188,12,3,29,,
7210,12,4,29,,
7225,12,5,29,,
7268,12,6,29,,
8679,11,1,25,,
8700,11,4,25,,
8686,11,3,25,,
8684,11,2,25,,
8771,11,7,25,,
8736,11,6,25,,
8733,11,5,25,,
8773,11,1,26,,
8855,11,2,26,,
8831,11,3,26,,
8787,11,4,26,,
8898,11,5,26,,
8896,11,6,26,,
8883,11,7,26,,
8906,11,5,27,,
8908,11,6,27,,
5991,8,14,18,,
5989,8,13,18,,
5958,8,12,18,,
5921,8,11,18,,
5898,8,10,18,,
5788,8,9,18,,
5780,8,8,18,,
6389,8,14,19,,
6380,8,13,19,,
6369,8,12,19,,
6348,8,11,19,,
6327,8,10,19,,
6270,8,9,19,,
6013,8,8,19,,
6418,8,14,20,,
6417,8,13,20,,
7023,6,13,13,,
6968,6,12,13,,
6857,6,11,13,,
6784,6,10,13,,
6756,6,9,13,,
6684,6,8,13,,
6656,6,7,13,,
7091,6,13,14,,
7063,6,12,14,,
7060,6,11,14,,
7054,6,10,14,,
7052,6,9,14,,
7037,6,8,14,,
7131,6,13,15,,
7123,6,12,15,,
7102,6,11,15,,
1640,7,10,15,,
1597,7,9,15,,
1547,7,8,15,,
1820,7,14,16,,
1791,7,13,16,,
1787,7,12,16,,
1747,7,11,16,,
1746,7,10,16,,
1675,7,9,16,,
1672,7,8,16,,
2233,7,13,17,,
1993,7,12,17,,
1956,7,11,17,,
1948,7,10,17,,
1883,7,9,17,,
1821,7,8,17,,
5163,3,9,5,,
5162,3,8,5,,
5260,3,13,6,,
5247,3,12,6,,
5232,3,11,6,,
5216,3,10,6,,
5185,3,9,6,,
5181,3,8,6,,
5171,3,7,6,,
5389,3,13,7,,
5388,3,12,7,,
5368,3,11,7,,
5360,3,10,7,,
5359,3,9,7,,
5306,3,8,7,,
5289,3,7,7,,
8682,4,14,8,,
8647,4,13,8,,
8549,4,12,8,,
8536,4,11,8,,
8525,4,10,8,,
8520,4,9,8,,
8474,4,8,8,,
8931,4,13,9,,
8918,4,12,9,,
8862,4,11,9,,
8847,4,10,9,,
8826,4,9,9,,
8810,4,8,9,,
8713,4,7,9,,
8986,4,14,10,,
8936,4,13,10,,
3254,5,12,10,,
3247,5,11,10,,
3224,5,10,10,,
3198,5,9,10,,
3197,5,8,10,,
3351,5,12,11,,
3350,5,11,11,,
3321,5,10,11,,
3296,5,9,11,,
3287,5,8,11,,
3458,5,13,12,,
3448,5,12,12,,
3419,5,11,12,,
3414,5,10,12,,
3411,5,9,12,,
3405,5,8,12,,
1149,1,13,1,,
934,1,12,1,,
306,1,11,1,,
298,1,10,1,,
2525,1,9,1,,
2478,1,8,1,,
2088,1,7,1,,
1383,1,13,2,,
1318,1,12,2,,
1314,1,11,2,,
1221,1,10,2,,
1209,1,9,2,,
1196,1,8,2,,
1174,1,7,2,,
1700,1,13,3,,
1690,1,12,3,,
2867,2,11,3,,
2641,2,10,3,,
1945,2,9,3,,
1691,2,8,3,,
1115,2,7,3,,
6850,2,14,4,,
6730,2,13,4,,
6385,2,12,4,,
5064,2,11,4,,
4236,2,10,4,,
3740,2,9,4,,
3060,2,8,4,,
7093,2,13,5,,
7041,2,12,5,,
6859,2,11,5,,
6852,2,10,5,,
5483,8,7,18,,
5482,8,6,18,,
5400,8,5,18,,
5395,8,4,18,,
5375,8,3,18,,
5363,8,2,18,,
5319,8,1,18,,
5704,8,7,19,,
5674,8,6,19,,
5652,8,5,19,,
5588,8,4,19,,
5541,8,3,19,,
5513,8,2,19,,
5492,8,1,19,,
5771,8,7,20,,
5767,8,6,20,,
9024,9,5,20,,
8894,9,4,20,,
8866,9,3,20,,
8864,9,2,20,,
8863,9,1,20,,
8942,9,6,21,,
8933,9,5,21,,
8923,9,4,21,,
8919,9,3,21,,
8915,9,2,21,,
8912,9,1,21,,
8901,9,7,22,,
9000,9,6,22,,
8980,9,5,22,,
8972,9,4,22,,
8956,9,3,22,,
4920,10,2,22,,
4653,10,1,22,,
5150,10,7,23,,
5124,10,6,23,,
5097,10,5,23,,
5088,10,4,23,,
4992,10,3,23,,
4978,10,2,23,,
4929,10,1,23,,
5202,10,7,24,,
5201,10,6,24,,
5200,10,5,24,,
5193,10,4,24,,
5189,10,3,24,,
5183,10,2,24,,
5165,10,1,24,,
1687,1,6,1,,
4234,1,5,1,,
2034,1,4,1,,
2875,1,3,1,,
2092,1,2,1,,
1681,1,1,1,,
1169,1,6,2,,
1141,1,5,2,,
612,1,4,2,,
181,1,3,2,,
2093,1,2,2,,
1846,1,1,2,,
2041,1,6,3,,
1533,1,5,3,,
1245,1,4,3,,
1179,1,3,3,,
8119,2,2,3,,
7981,2,1,3,,
8798,2,7,4,,
8778,2,6,4,,
8770,2,5,4,,
8548,2,4,4,,
8546,2,3,4,,
8303,2,2,4,,
8185,2,1,4,,
876,2,7,5,,
703,2,6,5,,
9178,2,5,5,,
9143,2,4,5,,
9114,2,3,5,,
8823,2,2,5,,
8802,2,1,5,,
4993,3,6,6,,
4924,3,5,6,,
4915,3,4,6,,
4875,3,3,6,,
4760,3,2,6,,
4731,3,1,6,,
5080,3,6,7,,
5073,3,5,7,,
5065,3,4,7,,
5057,3,3,7,,
5032,3,2,7,,
4997,3,1,7,,
5157,3,7,8,,
5156,3,6,8,,
5143,3,5,8,,
5117,3,4,8,,
7903,4,3,8,,
7801,4,2,8,,
7752,4,1,8,,
8256,4,6,9,,
8175,4,5,9,,
8171,4,4,9,,
8047,4,3,9,,
7934,4,2,9,,
7930,4,1,9,,
8406,4,7,10,,
8402,4,6,10,,
8401,4,5,10,,
8358,4,4,10,,
8353,4,3,10,,
8310,4,2,10,,
8285,4,1,10,,
2882,6,7,11,,
2819,6,6,11,,
2815,6,5,11,,
2778,6,4,11,,
2776,6,3,11,,
2770,6,2,11,,
2729,6,1,11,,
3136,6,7,12,,
3047,6,6,12,,
3011,6,5,12,,
3005,6,4,12,,
2911,6,3,12,,
2893,6,2,12,,
2886,6,1,12,,
3172,6,6,13,,
3140,6,5,13,,
6437,5,4,13,,
3435,5,3,13,,
6429,5,2,13,,
6360,5,1,13,,
6542,5,7,14,,
6535,5,6,14,,
6533,5,5,14,,
6514,5,4,14,,
6482,5,3,14,,
6471,5,2,14,,
6439,5,1,14,,
6652,5,7,15,,
6605,5,6,15,,
6599,5,5,15,,
6571,5,4,15,,
6547,5,3,15,,
714,7,2,15,,
606,7,1,15,,
972,7,7,16,,
965,7,6,16,,
920,7,5,16,,
892,7,4,16,,
886,7,3,16,,
849,7,2,16,,
802,7,1,16,,
1541,7,7,17,,
1449,7,6,17,,
1407,7,5,17,,
1131,7,4,17,,
1074,7,3,17,,
1051,7,2,17,,
1009,7,1,17,,
8920,48,27,36,,
862,48,26,36,,
8977,48,25,36,,
5785,48,26,37,,
5448,48,25,37,,
8971,48,24,37,,
8968,48,23,37,,
8966,48,22,37,,
8835,48,21,37,,
8562,48,20,37,,
8073,48,23,38,,
7221,48,22,38,,
984,48,21,38,,
8748,48,20,38,,
547,38,27,60,,
543,38,26,60,,
